msec	Engine Speed(rpm)	Airflow Input(v)	Airflow Output(v)	Throttle Position(%)	Knock Sensor 1	Knock Sensor 2	I/J Input Duration	Ignition Timing	Charge Efficiency	Vehicle Speed Input	I/J Input Duty cycle	I/J Output Duty cycle	Airflow Adjustment(%)	Throttle Opening Rate	RPM Change Rate	REMOTE SWITCH	I/J Output Duration	I/J Adjustment Map(%)	Ignition Adjustment Map	
196140	2147	1.41	1.41	0.5	0	0	2.0	29.0	12	88	3.5	3.5	0.0	0	-5u	OFF	2.0	0.0	0.0	
196160	2149	1.38	1.38	0.5	0	0	2.0	29.0	11	88	3.5	3.5	0.0	0	-6u	OFF	2.0	0.0	0.0	
196180	2147	1.42	1.42	0.2	0	0	2.0	29.0	12	88	3.5	3.5	0.0	0	2u	OFF	2.0	0.0	0.0	
196200	2147	1.37	1.37	0.2	0	0	2.0	29.0	11	88	3.5	3.5	0.0	0	-3u	OFF	2.0	0.0	0.0	
196220	2147	1.41	1.41	0.2	0	0	2.0	29.0	12	88	3.5	3.5	0.0	0	-1u	OFF	2.0	0.0	0.0	
196240	2146	1.39	1.39	0.2	0	0	2.0	29.0	12	88	3.5	3.5	0.0	0	1u	OFF	2.0	0.0	0.0	
196260	2145	1.41	1.41	0.2	0	0	2.0	29.0	12	88	3.5	3.5	0.0	0	-2u	OFF	2.0	0.0	0.0	
196280	2145	1.38	1.38	0.2	0	0	2.0	29.0	11	88	3.5	3.5	0.0	0	-1u	OFF	2.0	0.0	0.0	
196300	2143	1.39	1.39	0.2	0	0	2.0	29.0	12	88	3.5	3.5	0.0	0	-2u	OFF	2.0	0.0	0.0	
196320	2146	1.40	1.40	0.2	0	0	2.0	29.0	12	88	3.5	3.5	0.0	0	3u	OFF	2.0	0.0	0.0	
196340	2145	1.38	1.38	0.2	0	0	2.0	29.0	11	88	3.5	3.5	0.0	0	4u	OFF	2.0	0.0	0.0	
196360	2140	1.41	1.41	0.2	0	0	2.2	29.0	12	88	3.9	3.9	0.0	0	-4u	OFF	2.2	0.0	0.0	
196380	2141	1.39	1.39	0.2	0	0	2.2	28.0	12	88	3.9	3.9	0.0	0	-5u	OFF	2.2	0.0	0.0	
196400	2142	1.37	1.37	0.2	0	0	2.2	28.0	11	88	3.9	3.9	0.0	0	2u	OFF	2.2	0.0	0.0	
196420	2141	1.37	1.37	0.2	0	0	2.2	28.0	11	87	3.9	3.9	0.0	0	1u	OFF	2.2	0.0	0.0	
196440	2139	1.38	1.38	0.2	0	0	2.2	26.0	11	87	3.9	3.9	0.0	0	-3u	OFF	2.2	0.0	0.0	
196460	2134	1.40	1.40	0.2	0	0	2.1	26.0	12	87	3.7	3.7	0.0	0	-7u	OFF	2.1	0.0	0.0	
196480	2133	1.36	1.36	0.2	0	0	2.1	26.0	11	87	3.7	3.7	0.0	0	-9u	OFF	2.1	0.0	0.0	
196500	2137	1.39	1.39	0.2	0	0	2.1	23.0	12	87	3.7	3.7	0.0	0	5u	OFF	2.1	0.0	0.0	
196520	2135	1.37	1.37	0.2	0	0	2.1	23.0	11	87	3.7	3.7	0.0	0	5u	OFF	2.1	0.0	0.0	
196540	2134	1.37	1.37	0.2	0	0	2.1	20.0	11	87	3.7	3.7	0.0	0	-3u	OFF	2.1	0.0	0.0	
196560	2131	1.38	1.38	0.2	0	0	2.1	20.0	12	87	3.7	3.7	0.0	0	-3u	OFF	2.1	0.0	0.0	
196580	2122	1.37	1.37	0.2	0	0	2.1	20.0	11	87	3.7	3.7	0.0	0	-11u	OFF	2.1	0.0	0.0	
196600	2125	1.38	1.38	0.2	0	0	2.1	17.0	11	87	3.7	3.7	0.0	0	-11u	OFF	2.1	0.0	0.0	
196620	2125	1.37	1.37	0.2	0	0	2.1	17.0	11	87	3.7	3.7	0.0	0	5u	OFF	2.1	0.0	0.0	
196640	2125	1.38	1.38	0.2	0	0	2.1	17.0	11	87	3.7	3.7	0.0	0	2u	OFF	2.1	0.0	0.0	
196660	2129	1.38	1.38	0.2	0	0	2.1	15.0	12	87	3.7	3.7	0.0	0	-2u	OFF	2.1	0.0	0.0	
196680	2126	1.36	1.36	0.2	0	0	2.2	15.0	11	87	3.9	3.9	0.0	0	4u	OFF	2.2	0.0	0.0	
196700	2122	1.38	1.38	0.2	0	0	2.2	15.0	12	87	3.8	3.8	0.0	0	-7u	OFF	2.2	0.0	0.0	
196720	2119	1.35	1.36	0.2	0	0	2.2	12.0	11	87	3.8	3.8	0.0	0	-7u	OFF	2.2	0.0	0.0	
196740	2116	1.37	1.37	0.2	0	0	2.1	12.0	11	87	3.7	3.7	0.0	0	-7u	OFF	2.1	0.0	0.0	
196760	2118	1.36	1.36	0.2	0	0	2.1	12.0	11	87	3.7	3.7	0.0	0	-5u	OFF	2.1	0.0	0.0	
196780	2119	1.35	1.35	0.2	0	0	2.1	9.0	11	87	3.7	3.7	0.0	0	4u	OFF	2.1	0.0	0.0	
196800	2115	1.38	1.38	0.2	0	0	1.3	9.0	12	87	2.2	2.2	0.0	0	4u	OFF	1.3	0.0	0.0	
196820	2112	1.35	1.36	0.2	0	0	1.3	9.0	11	87	2.2	2.2	0.0	0	-7u	OFF	1.3	0.0	0.0	
196840	2111	1.37	1.37	0.2	0	0	1.3	9.0	11	87	2.2	2.2	0.0	0	-7u	OFF	1.3	0.0	0.0	
196860	2108	1.34	1.34	0.2	0	0	1.3	9.0	11	87	2.2	2.2	0.0	0	-4u	OFF	1.3	0.0	0.0	
196880	2107	1.37	1.37	0.2	0	0	1.3	9.0	11	87	2.2	2.2	0.0	0	-4u	OFF	1.3	0.0	0.0	
196900	2108	1.34	1.34	0.2	0	0	1.3	9.0	11	86	2.2	2.2	0.0	0	-1u	OFF	1.3	0.0	0.0	
196920	2111	1.35	1.35	0.2	0	0	1.3	9.0	11	86	2.2	2.2	0.0	0	2u	OFF	1.3	0.0	0.0	
196940	2116	1.37	1.37	0.2	0	0	1.3	9.0	11	86	2.2	2.2	0.0	0	6u	OFF	1.3	0.0	0.0	
196960	2115	1.35	1.35	0.2	0	0	1.3	9.0	11	86	2.2	2.2	0.0	0	7u	OFF	1.3	0.0	0.0	
196980	2109	1.37	1.37	0.2	0	0	1.3	9.0	11	86	2.2	2.2	0.0	0	-4u	OFF	1.3	0.0	0.0	
197000	2108	1.35	1.36	0.2	0	0	1.3	9.0	11	86	2.2	2.2	0.0	0	-7u	OFF	1.3	0.0	0.0	
197020	2107	1.35	1.36	0.2	0	0	1.3	9.0	11	86	2.2	2.2	0.0	0	-2u	OFF	1.3	0.0	0.0	
197040	2103	1.36	1.36	0.2	0	0	1.3	9.0	11	86	2.2	2.2	0.0	0	-6u	OFF	1.3	0.0	0.0	
197060	2104	1.34	1.34	0.2	0	0	1.3	9.0	11	86	2.2	2.2	0.0	0	-6u	OFF	1.3	0.0	0.0	
197080	2102	1.36	1.36	0.2	0	0	1.3	9.0	11	86	2.2	2.2	0.0	0	-2u	OFF	1.3	0.0	0.0	
197100	2101	1.34	1.34	0.2	0	0	1.3	9.0	11	86	2.2	2.2	0.0	0	-4u	OFF	1.3	0.0	0.0	
197120	2103	1.30	1.30	0.2	0	0	1.3	9.0	10	86	2.2	2.2	0.0	0	-3u	OFF	1.3	0.0	0.0	
197140	2099	1.37	1.37	0.2	0	0	1.3	9.0	12	86	2.2	2.2	0.0	0	3u	OFF	1.3	0.0	0.0	
197160	2096	1.33	1.33	0.2	0	0	1.3	9.0	11	86	2.2	2.2	0.0	0	-7u	OFF	1.3	0.0	0.0	
197180	2097	1.34	1.34	0.2	0	0	1.3	9.0	11	86	2.2	2.2	0.0	0	-3u	OFF	1.3	0.0	0.0	
197200	2095	1.34	1.34	0.2	0	0	1.3	9.0	11	86	2.2	2.2	0.0	0	-2u	OFF	1.3	0.0	0.0	
197220	2094	1.35	1.36	0.2	0	0	1.3	9.0	11	86	2.2	2.2	0.0	0	-3u	OFF	1.3	0.0	0.0	
197240	2096	1.36	1.36	0.2	0	0	1.3	9.0	11	86	2.2	2.2	0.0	0	-2u	OFF	1.3	0.0	0.0	
197260	2093	1.33	1.33	0.2	0	0	1.3	9.0	11	86	2.2	2.2	0.0	0	2u	OFF	1.3	0.0	0.0	
197280	2093	1.38	1.38	0.2	0	0	1.3	9.0	12	86	2.2	2.2	0.0	0	-4u	OFF	1.3	0.0	0.0	
197300	2093	1.34	1.34	0.2	0	0	1.3	9.0	11	86	2.2	2.2	0.0	0	2u	OFF	1.3	0.0	0.0	
197320	2088	1.33	1.33	0.2	0	0	1.3	9.0	11	86	2.2	2.2	0.0	0	-6u	OFF	1.3	0.0	0.0	
197340	2087	1.36	1.36	0.2	0	0	1.3	9.0	11	85	2.2	2.2	0.0	0	-7u	OFF	1.3	0.0	0.0	
197360	2086	1.34	1.34	0.2	0	0	1.3	9.0	11	85	2.2	2.2	0.0	0	-4u	OFF	1.3	0.0	0.0	
197380	2083	1.35	1.36	0.2	0	0	1.3	9.0	11	85	2.2	2.2	0.0	0	-4u	OFF	1.3	0.0	0.0	
197400	2083	1.35	1.36	0.2	0	0	1.3	9.0	11	85	2.2	2.2	0.0	0	-4u	OFF	1.3	0.0	0.0	
197420	2081	1.36	1.36	0.2	0	0	1.3	9.0	11	85	2.2	2.2	0.0	0	-2u	OFF	1.3	0.0	0.0	
197440	2079	1.36	1.36	0.2	0	0	1.3	9.0	11	85	2.2	2.2	0.0	0	-4u	OFF	1.3	0.0	0.0	
197460	2082	1.34	1.34	0.2	0	0	1.3	9.0	11	85	2.2	2.2	0.0	0	3u	OFF	1.3	0.0	0.0	
197480	2082	1.36	1.36	0.2	0	0	1.3	9.0	11	85	2.2	2.2	0.0	0	4u	OFF	1.3	0.0	0.0	
197500	2078	1.37	1.37	0.2	0	0	1.3	9.0	12	85	2.2	2.2	0.0	0	-5u	OFF	1.3	0.0	0.0	
197520	2079	1.35	1.36	0.2	0	0	1.3	9.0	11	85	2.2	2.2	0.0	0	-5u	OFF	1.3	0.0	0.0	
197540	2075	1.36	1.36	0.2	0	0	1.3	9.0	11	85	2.2	2.2	0.0	0	-2u	OFF	1.3	0.0	0.0	
197560	2073	1.35	1.36	0.2	0	0	1.3	9.0	11	85	2.2	2.2	0.0	0	-6u	OFF	1.3	0.0	0.0	
197580	2074	1.27	1.27	0.2	0	0	1.3	9.0	10	85	2.2	2.2	0.0	0	-4u	OFF	1.3	0.0	0.0	
197600	2071	1.36	1.36	0.2	0	0	1.3	9.0	11	85	2.2	2.2	0.0	0	-2u	OFF	1.3	0.0	0.0	
197620	2071	1.32	1.32	0.2	0	0	1.3	9.0	11	85	2.2	2.2	0.0	0	-4u	OFF	1.3	0.0	0.0	
197640	2073	1.35	1.35	0.2	0	0	1.3	9.0	11	85	2.2	2.2	0.0	0	3u	OFF	1.3	0.0	0.0	
197660	2070	1.36	1.36	0.2	0	0	1.3	9.0	11	85	2.2	2.2	0.0	0	3u	OFF	1.3	0.0	0.0	
197680	2069	1.32	1.32	0.2	0	0	1.3	9.0	11	85	2.2	2.2	0.0	0	-4u	OFF	1.3	0.0	0.0	
197700	2069	1.35	1.35	0.2	0	0	1.3	9.0	11	85	2.2	2.2	0.0	0	-3u	OFF	1.3	0.0	0.0	
197720	2066	1.33	1.33	0.2	0	0	1.3	9.0	11	85	2.2	2.2	0.0	0	-3u	OFF	1.3	0.0	0.0	
197740	2064	1.34	1.34	0.2	0	0	1.3	9.0	11	84	2.2	2.2	0.0	0	-5u	OFF	1.3	0.0	0.0	
197760	2065	1.33	1.33	0.2	0	0	1.3	9.0	11	84	2.2	2.2	0.0	0	-4u	OFF	1.3	0.0	0.0	
197780	2062	1.33	1.33	0.2	0	0	1.3	9.0	11	84	2.2	2.2	0.0	0	-2u	OFF	1.3	0.0	0.0	
197800	2061	1.35	1.35	0.2	0	0	1.3	9.0	11	84	2.2	2.2	0.0	0	-5u	OFF	1.3	0.0	0.0	
197820	2062	1.32	1.32	0.2	0	0	1.3	9.0	11	84	2.2	2.2	0.0	0	-3u	OFF	1.3	0.0	0.0	
197840	2057	1.33	1.33	0.2	0	0	1.3	9.0	11	84	2.2	2.2	0.0	0	-4u	OFF	1.3	0.0	0.0	
197860	2058	1.36	1.36	0.2	0	0	1.3	9.0	11	84	2.2	2.2	0.0	0	-5u	OFF	1.3	0.0	0.0	
197880	2058	1.33	1.33	0.2	0	0	1.3	9.0	11	84	2.2	2.2	0.0	0	2u	OFF	1.3	0.0	0.0	
197900	2056	1.33	1.33	0.2	0	0	1.3	9.0	11	84	2.2	2.2	0.0	0	2u	OFF	1.3	0.0	0.0	
197920	2057	1.36	1.36	0.2	0	0	1.3	9.0	12	84	2.2	2.2	0.0	0	-2u	OFF	1.3	0.0	0.0	
197940	2055	1.33	1.33	0.2	0	0	1.3	9.0	11	84	2.2	2.2	0.0	0	-1u	OFF	1.3	0.0	0.0	
197960	2053	1.31	1.31	0.2	0	0	1.3	9.0	11	84	2.2	2.2	0.0	0	-4u	OFF	1.3	0.0	0.0	
197980	2055	1.34	1.34	0.2	0	0	1.3	9.0	11	84	2.2	2.2	0.0	0	-4u	OFF	1.3	0.0	0.0	
198000	2053	1.32	1.32	0.2	0	0	1.3	9.0	11	84	2.2	2.2	0.0	0	2u	OFF	1.3	0.0	0.0	
198020	2047	1.33	1.33	0.2	0	0	1.3	9.0	11	84	2.2	2.2	0.0	0	-8u	OFF	1.3	0.0	0.0	
198040	2047	1.32	1.32	0.2	0	0	1.3	9.0	11	84	2.2	2.2	0.0	0	-8u	OFF	1.3	0.0	0.0	
198060	2047	1.32	1.31	0.2	0	0	1.3	9.0	11	84	2.2	2.2	0.0	0	1u	OFF	1.3	0.0	0.0	
198080	2045	1.32	1.32	0.2	0	0	1.3	9.0	11	84	2.2	2.2	0.0	0	-2u	OFF	1.3	0.0	0.0	
198100	2045	1.30	1.30	0.2	0	0	1.3	9.0	10	84	2.2	2.2	0.0	0	-2u	OFF	1.3	0.0	0.0	
198120	2044	1.32	1.32	0.2	0	0	1.3	9.0	11	84	2.2	2.2	0.0	0	-1u	OFF	1.3	0.0	0.0	
198140	2041	1.33	1.33	0.2	0	0	1.3	9.0	11	84	2.2	2.2	0.0	0	-4u	OFF	1.3	0.0	0.0	
198160	2044	1.31	1.31	0.2	0	0	1.3	9.0	11	84	2.2	2.2	0.0	0	-4u	OFF	1.3	0.0	0.0	
198180	2043	1.33	1.33	0.2	0	0	1.3	9.0	11	84	2.2	2.2	0.0	0	4u	OFF	1.3	0.0	0.0	
198200	2039	1.32	1.32	0.2	0	0	1.3	9.0	11	84	2.2	2.2	0.0	0	3u	OFF	1.3	0.0	0.0	
198220	2039	1.31	1.31	0.2	0	0	1.3	9.0	11	84	2.2	2.2	0.0	0	-4u	OFF	1.3	0.0	0.0	
198240	2040	1.34	1.34	0.2	0	0	1.3	9.0	11	84	2.2	2.2	0.0	0	-3u	OFF	1.3	0.0	0.0	
198260	2038	1.32	1.31	0.2	0	0	1.3	9.0	11	83	2.2	2.2	0.0	0	-3u	OFF	1.3	0.0	0.0	
198280	2037	1.31	1.31	0.2	0	0	1.3	9.0	11	83	2.2	2.2	0.0	0	-4u	OFF	1.3	0.0	0.0	
198300	2032	1.35	1.35	0.2	0	0	1.3	9.0	11	83	2.2	2.2	0.0	0	-6u	OFF	1.3	0.0	0.0	
198320	2032	1.28	1.28	0.2	0	0	1.3	9.0	10	83	2.2	2.2	0.0	0	-6u	OFF	1.3	0.0	0.0	
198340	2034	1.23	1.23	0.2	0	0	1.3	9.0	9	83	2.2	2.2	0.0	0	3u	OFF	1.3	0.0	0.0	
198360	2031	1.32	1.32	0.2	0	0	1.3	9.0	11	83	2.2	2.2	0.0	0	-3u	OFF	1.3	0.0	0.0	
198380	2029	1.28	1.28	0.2	0	0	1.3	9.0	10	83	2.1	2.1	0.0	0	-5u	OFF	1.3	0.0	0.0	
198400	2029	1.31	1.31	0.2	0	0	1.3	9.0	11	83	2.1	2.1	0.0	0	-2u	OFF	1.3	0.0	0.0	
198420	2026	1.32	1.32	0.2	0	0	1.3	9.0	11	83	2.1	2.1	0.0	0	-1u	OFF	1.3	0.0	0.0	
198440	2024	1.31	1.31	0.2	0	0	1.3	9.0	11	83	2.1	2.1	0.0	0	-5u	OFF	1.3	0.0	0.0	
198460	2026	1.31	1.31	0.2	0	0	1.3	9.0	11	83	2.1	2.1	0.0	0	-2u	OFF	1.3	0.0	0.0	
198480	2024	1.33	1.33	0.2	0	0	1.3	9.0	11	83	2.1	2.1	0.0	0	2u	OFF	1.3	0.0	0.0	
198500	2023	1.29	1.29	0.2	0	0	1.3	9.0	10	83	2.1	2.1	0.0	0	-4u	OFF	1.3	0.0	0.0	
198520	2025	1.32	1.32	0.2	0	0	1.3	9.0	11	83	2.1	2.1	0.0	0	3u	OFF	1.3	0.0	0.0	
198540	2021	1.33	1.33	0.2	0	0	1.3	9.0	11	83	2.1	2.1	0.0	0	3u	OFF	1.3	0.0	0.0	
198560	2018	1.28	1.28	0.2	0	0	1.3	9.0	10	83	2.1	2.1	0.0	0	-7u	OFF	1.3	0.0	0.0	
198580	2019	1.31	1.31	0.2	0	0	1.3	9.0	11	83	2.1	2.1	0.0	0	-5u	OFF	1.3	0.0	0.0	
198600	2017	1.30	1.30	0.2	0	0	1.3	9.0	11	83	2.1	2.1	0.0	0	-2u	OFF	1.3	0.0	0.0	
198620	2016	1.27	1.27	0.2	0	0	1.3	9.0	10	83	2.1	2.1	0.0	0	-4u	OFF	1.3	0.0	0.0	
198640	2018	1.31	1.30	0.2	0	0	1.3	9.0	11	83	2.1	2.1	0.0	0	-3u	OFF	1.3	0.0	0.0	
198660	2015	1.31	1.30	0.2	0	0	1.3	9.0	11	82	2.1	2.1	0.0	0	-3u	OFF	1.3	0.0	0.0	
198680	2015	1.28	1.28	0.2	0	0	1.3	9.0	10	82	2.1	2.1	0.0	0	-4u	OFF	1.3	0.0	0.0	
198700	2018	1.31	1.30	0.2	0	0	1.3	9.0	11	82	2.1	2.1	0.0	0	-3u	OFF	1.3	0.0	0.0	
198720	2013	1.29	1.29	0.2	0	0	1.3	9.0	10	82	2.1	2.1	0.0	0	-5u	OFF	1.3	0.0	0.0	
198740	2011	1.27	1.27	0.2	0	0	1.3	9.0	10	82	2.1	2.1	0.0	0	-8u	OFF	1.3	0.0	0.0	
198760	2011	1.31	1.31	0.2	0	0	1.3	9.0	11	82	2.1	2.1	0.0	0	-6u	OFF	1.3	0.0	0.0	
198780	2008	1.28	1.28	0.2	0	0	1.3	9.0	10	82	2.1	2.1	0.0	0	-3u	OFF	1.3	0.0	0.0	
198800	2006	1.29	1.29	0.2	0	0	1.3	9.0	10	82	2.1	2.1	0.0	0	-5u	OFF	1.3	0.0	0.0	
198820	2002	1.30	1.30	0.2	0	0	1.3	9.0	11	82	2.1	2.1	0.0	0	-5u	OFF	1.3	0.0	0.0	
198840	2005	1.30	1.30	0.2	0	0	1.3	9.0	11	82	2.1	2.1	0.0	0	3u	OFF	1.3	0.0	0.0	
198860	2002	1.29	1.29	0.2	0	0	1.3	9.0	10	82	2.1	2.1	0.0	0	3u	OFF	1.3	0.0	0.0	
198880	2001	1.28	1.28	0.2	0	0	1.3	9.0	10	82	2.1	2.1	0.0	0	-5u	OFF	1.3	0.0	0.0	
198900	2003	1.31	1.30	0.2	0	0	1.3	9.0	11	82	2.1	2.1	0.0	0	-3u	OFF	1.3	0.0	0.0	
198920	2000	1.29	1.29	0.2	0	0	1.3	9.0	10	82	2.1	2.1	0.0	0	-3u	OFF	1.3	0.0	0.0	
198940	1999	1.30	1.30	0.2	0	0	1.3	9.0	11	82	2.1	2.1	0.0	0	-4u	OFF	1.3	0.0	0.0	
198960	2000	1.31	1.31	0.2	0	0	1.3	9.0	11	82	2.1	2.1	0.0	0	-3u	OFF	1.3	0.0	0.0	
198980	1997	1.30	1.30	0.2	0	0	1.3	9.0	11	82	2.1	2.1	0.0	0	-2u	OFF	1.3	0.0	0.0	
199000	1996	1.29	1.29	0.2	0	0	1.3	9.0	10	82	2.1	2.1	0.0	0	-5u	OFF	1.3	0.0	0.0	
199020	1998	1.31	1.31	0.2	0	0	1.3	9.0	11	82	2.1	2.1	0.0	0	-3u	OFF	1.3	0.0	0.0	
199040	1995	1.29	1.29	0.2	0	0	1.3	9.0	10	82	2.1	2.1	0.0	0	-3u	OFF	1.3	0.0	0.0	
199060	1992	1.27	1.27	0.2	0	0	1.3	9.0	10	81	2.1	2.1	0.0	0	-6u	OFF	1.3	0.0	0.0	
199080	1993	1.31	1.30	0.2	0	0	1.3	9.0	11	81	2.1	2.1	0.0	0	-3u	OFF	1.3	0.0	0.0	
199100	1990	1.29	1.29	0.2	0	0	1.3	9.0	10	81	2.1	2.1	0.0	0	-3u	OFF	1.3	0.0	0.0	
199120	1989	1.29	1.29	0.2	0	0	1.3	9.0	10	81	2.1	2.1	0.0	0	-4u	OFF	1.3	0.0	0.0	
199140	1989	1.30	1.30	0.2	0	0	1.3	9.0	11	81	2.1	2.1	0.0	0	-3u	OFF	1.3	0.0	0.0	
199160	1986	1.27	1.27	0.2	0	0	1.3	9.0	10	81	2.1	2.1	0.0	0	-1u	OFF	1.3	0.0	0.0	
199180	1985	1.28	1.28	0.2	0	0	1.3	9.0	10	81	2.1	2.1	0.0	0	-5u	OFF	1.3	0.0	0.0	
199200	1987	1.31	1.30	0.2	0	0	1.3	9.0	11	81	2.1	2.1	0.0	0	-4u	OFF	1.3	0.0	0.0	
199220	1983	1.26	1.26	0.2	0	0	1.3	9.0	10	81	2.1	2.1	0.0	0	-4u	OFF	1.3	0.0	0.0	
199240	1980	1.26	1.26	0.2	0	0	1.3	9.0	10	81	2.1	2.1	0.0	0	-7u	OFF	1.3	0.0	0.0	
199260	1981	1.28	1.28	0.2	0	0	1.3	8.0	10	81	2.1	2.1	0.0	0	-3u	OFF	1.3	0.0	0.0	
199280	1979	1.27	1.27	0.2	0	0	1.3	8.0	10	81	2.1	2.1	0.0	0	-2u	OFF	1.3	0.0	0.0	
199300	1978	1.26	1.26	0.2	0	0	1.3	8.0	10	81	2.1	2.1	0.0	0	-3u	OFF	1.3	0.0	0.0	
199320	1979	1.29	1.29	0.2	0	0	1.3	8.0	11	81	2.1	2.1	0.0	0	-1u	OFF	1.3	0.0	0.0	
199340	1976	1.28	1.28	0.2	0	0	1.3	8.0	10	81	2.1	2.1	0.0	0	-3u	OFF	1.3	0.0	0.0	
199360	1976	1.25	1.25	0.2	0	0	1.3	8.0	10	81	2.1	2.1	0.0	0	-4u	OFF	1.3	0.0	0.0	
199380	1979	1.28	1.28	0.2	0	0	1.3	8.0	10	81	2.1	2.1	0.0	0	-2u	OFF	1.3	0.0	0.0	
199400	1973	1.28	1.28	0.2	0	0	1.3	8.0	10	81	2.1	2.1	0.0	0	-6u	OFF	1.3	0.0	0.0	
199420	1965	1.26	1.26	0.2	0	0	1.3	8.0	10	81	2.1	2.1	0.0	0	-12u	OFF	1.3	0.0	0.0	
199440	1960	1.26	1.25	0.2	0	0	1.3	8.0	10	81	2.1	2.1	0.0	0	-9u	OFF	1.3	0.0	0.0	
199460	1958	1.26	1.26	0.2	0	0	1.3	8.0	10	81	2.1	2.1	0.0	0	-9u	OFF	1.3	0.0	0.0	
199480	1954	1.30	1.30	0.2	0	0	1.3	7.0	11	81	2.1	2.1	0.0	0	-10u	OFF	1.3	0.0	0.0	
199500	1954	1.26	1.26	0.2	0	0	1.3	7.0	10	80	2.1	2.1	0.0	0	-4u	OFF	1.3	0.0	0.0	
199520	1945	1.27	1.27	0.2	0	0	1.3	7.0	10	80	2.1	2.1	0.0	0	-5u	OFF	1.3	0.0	0.0	
199540	1937	1.27	1.28	0.2	0	0	1.3	7.0	10	80	2.1	2.1	0.0	0	-15u	OFF	1.3	0.0	0.0	
199560	1938	1.29	1.29	0.2	0	0	1.3	7.0	11	80	2.1	2.1	0.0	0	-13u	OFF	1.3	0.0	0.0	
199580	1945	1.24	1.24	0.2	0	0	1.3	7.0	10	80	2.1	2.1	0.0	0	5u	OFF	1.3	0.0	0.0	
199600	1960	1.22	1.22	0.2	0	0	1.3	7.0	9	80	2.1	2.1	0.0	0	15u	OFF	1.3	0.0	0.0	
199620	1975	1.28	1.28	0.2	0	0	1.3	8.0	10	80	2.1	2.1	0.0	0	27u	OFF	1.3	0.0	0.0	
199640	1978	1.25	1.25	0.2	0	0	1.3	8.0	10	80	2.1	2.1	0.0	0	27u	OFF	1.3	0.0	0.0	
199660	1980	1.33	1.28	0.2	0	0	1.3	8.0	10	80	2.1	2.1	0.0	0	12u	OFF	1.3	0.0	0.0	
199680	1979	1.28	1.28	0.2	0	0	1.3	8.0	10	80	2.1	2.1	0.0	0	3u	OFF	1.3	0.0	0.0	
199700	1969	1.30	1.30	0.2	0	0	1.3	8.0	11	80	2.1	2.1	0.0	0	-5u	OFF	1.3	0.0	0.0	
199720	1958	1.27	1.27	0.2	0	0	1.3	8.0	10	80	2.1	2.1	0.0	0	-21u	OFF	1.3	0.0	0.0	
199740	1958	1.26	1.26	0.2	0	0	1.3	8.0	10	80	2.1	2.1	0.0	0	-19u	OFF	1.3	0.0	0.0	
199760	1962	1.28	1.28	0.2	0	0	1.3	8.0	10	80	2.1	2.1	0.0	0	5u	OFF	1.3	0.0	0.0	
199780	1964	1.27	1.28	0.2	0	0	1.3	8.0	10	80	2.1	2.1	0.0	0	7u	OFF	1.3	0.0	0.0	
199800	1966	1.27	1.27	0.2	0	0	1.3	8.0	10	80	2.1	2.1	0.0	0	5u	OFF	1.3	0.0	0.0	
199820	1961	1.28	1.28	0.2	0	0	1.3	8.0	10	80	2.1	2.1	0.0	0	-5u	OFF	1.3	0.0	0.0	
199840	1951	1.30	1.30	0.2	0	0	1.3	8.0	11	80	2.1	2.1	0.0	0	-9u	OFF	1.3	0.0	0.0	
199860	1944	1.28	1.28	0.2	0	0	1.3	7.0	10	80	2.1	2.1	0.0	0	-18u	OFF	1.3	0.0	0.0	
199880	1937	1.25	1.25	0.2	0	0	1.3	7.0	10	80	2.1	2.1	0.0	0	-14u	OFF	1.3	0.0	0.0	
199900	1932	1.29	1.29	0.2	0	0	1.3	7.0	11	80	2.0	2.0	0.0	0	-14u	OFF	1.3	0.0	0.0	
199920	1937	1.27	1.28	0.2	0	0	1.3	7.0	10	80	2.1	2.1	0.0	0	-10u	OFF	1.3	0.0	0.0	
199940	1942	1.26	1.26	0.2	0	0	1.3	7.0	10	79	2.1	2.1	0.0	0	9u	OFF	1.3	0.0	0.0	
199960	1944	1.29	1.29	0.2	0	0	1.3	7.0	11	79	2.1	2.1	0.0	0	9u	OFF	1.3	0.0	0.0	
199980	1946	1.30	1.30	0.2	0	0	1.3	7.0	11	79	2.1	2.1	0.0	0	3u	OFF	1.3	0.0	0.0	
200000	1947	1.26	1.26	0.2	0	0	1.3	7.0	10	79	2.1	2.1	0.0	0	3u	OFF	1.3	0.0	0.0	
200020	1942	1.28	1.28	0.2	0	0	1.3	7.0	10	79	2.1	2.1	0.0	0	2u	OFF	1.3	0.0	0.0	
200040	1939	1.31	1.30	0.2	0	0	1.3	7.0	11	79	2.1	2.1	0.0	0	-8u	OFF	1.3	0.0	0.0	
200060	1940	1.27	1.27	0.2	0	0	1.3	7.0	10	79	2.1	2.1	0.0	0	-3u	OFF	1.3	0.0	0.0	
200080	1938	1.27	1.27	0.2	0	0	1.3	7.0	10	79	2.1	2.1	0.0	0	-2u	OFF	1.3	0.0	0.0	
200100	1938	1.28	1.28	0.2	0	0	1.3	7.0	11	79	2.1	2.1	0.0	0	-3u	OFF	1.3	0.0	0.0	
200120	1941	1.28	1.28	0.2	0	0	1.3	7.0	10	79	2.1	2.1	0.0	0	4u	OFF	1.3	0.0	0.0	
